ENST00000222673.6	NM_002541.4	OGDH	MANE Select
ENST00000344629.12	NM_002542.6	OGG1	MANE Select
ENST00000375561.10	NM_014057.5	OGN	MANE Select
ENST00000309539.8	NM_002543.4	OLR1	MANE Select
ENST00000247271.5	NM_002544.5	OMG	MANE Select
ENST00000529803.1	NM_006189.1	OMP	MANE Select
ENST00000361510.8	NM_130837.3	OPA1	MANE Select
ENST00000524381.6	NM_001012393.5	OPCML	MANE Select
ENST00000297350.9	NM_002546.4	TNFRSF11B	MANE Select
ENST00000355520.6	NM_002547.3	OPHN1	MANE Select
ENST00000234961.7	NM_000911.4	OPRD1	MANE Select
ENST00000265572.8	NM_000912.5	OPRK1	MANE Select
ENST00000336866.7	NM_182647.4	OPRL1	MANE Select
ENST00000330432.12	NM_000914.5	OPRM1	MANE Select
ENST00000327720.6	NM_007374.3	SIX6	MANE Select
ENST00000641833.1	NM_002548.3	OR1D2	MANE Select
ENST00000304646.3	NM_001370640.6	OR1F1	MANE Select
ENST00000304936.4	NM_012368.3	OR2C1	MANE Select
ENST00000323404.2	NM_002550.3	OR3A1	MANE Select
ENST00000573901.3	NM_002551.5	OR3A2	MANE Select
ENST00000371568.8	NM_004153.4	ORC1	MANE Select
ENST00000234296.7	NM_006190.5	ORC2	MANE Select
ENST00000392857.10	NM_181741.4	ORC4	MANE Select
ENST00000297431.9	NM_002553.4	ORC5	MANE Select
ENST00000649076.2	NM_002555.6	SLC67A1	MANE Select
ENST00000259396.9	NM_000607.4	ORM1	MANE Select
ENST00000431067.4	NM_000608.4	ORM2	MANE Select
ENST00000263847.6	NM_002556.3	OSBP	MANE Select
ENST00000215781.3	NM_020530.6	OSM	MANE Select
ENST00000039007.5	NM_000531.6	OTC	MANE Select
ENST00000064724.8	NM_005602.6	CLDN11	MANE Select
ENST00000282549.7	NM_014562.4	OTX1	MANE Select
ENST00000672264.2	NM_021728.4	OTX2	MANE Select
ENST00000369732.4	NM_002557.4	OVGP1	MANE Select
ENST00000335987.8	NM_004561.4	OVOL1	MANE Select
ENST00000612549.6	NM_005015.5	OXA1L	MANE Select
ENST00000196371.10	NM_000436.4	OXCT1	MANE Select
ENST00000217386.2	NM_000915.4	OXT	MANE Select
ENST00000316793.8	NM_000916.4	OXTR	MANE Select
ENST00000225538.4	NM_002558.4	P2RX1	MANE Select
ENST00000263314.3	NM_002559.5	P2RX3	MANE Select
ENST00000337233.9	NM_002560.3	P2RX4	MANE Select
ENST00000225328.10	NM_002561.4	P2RX5	MANE Select
ENST00000328963.10	NM_002562.6	P2RX7	MANE Select
ENST00000305097.6	NM_002563.5	P2RY1	MANE Select
ENST00000393597.7	NM_002564.4	P2RY2	MANE Select
ENST00000374519.4	NM_002565.4	P2RY4	MANE Select
ENST00000540124.6	NM_001277204.2	P2RY6	MANE Select
ENST00000321826.5	NM_002566.5	P2RY11	MANE Select
ENST00000394890.7	NM_001017962.3	P4HA1	MANE Select
ENST00000331483.9	NM_000918.4	P4HB	MANE Select
ENST00000303305.11	NM_006191.3	PA2G4	MANE Select
ENST00000261313.3	NM_002567.4	PEBP1	MANE Select
ENST00000281589.5	NM_030979.3	PABPC3	MANE Select
ENST00000268171.8	NM_002569.4	FURIN	MANE Select
ENST00000611716.5	NM_002570.5	PCSK6	MANE Select
ENST00000479141.6	NM_002571.4	PAEP	MANE Select
ENST00000397195.10	NM_000430.4	PAFAH1B1	MANE Select
ENST00000527958.6	NM_002572.4	PAFAH1B2	MANE Select
ENST00000262890.8	NM_002573.4	PAFAH1B3	MANE Select
ENST00000374282.8	NM_000437.4	PAFAH2	MANE Select
ENST00000319248.13	NM_181697.3	PRDX1	MANE Select
ENST00000553106.6	NM_000277.3	PAH	MANE Select
ENST00000223095.5	NM_000602.5	SERPINE1	MANE Select
ENST00000299502.9	NM_002575.3	SERPINB2	MANE Select
ENST00000356341.8	NM_002576.5	PAK1	MANE Select
ENST00000327134.7	NM_002577.4	PAK2	MANE Select
ENST00000372007.10	NM_002578.5	PAK3	MANE Select
ENST00000338448.10	NM_002579.3	PALM	MANE Select
ENST00000438793.8	NM_001177306.2	PAM	MANE Select
ENST00000263665.7	NM_020872.3	CNTN3	MANE Select
ENST00000305165.3	NM_002580.3	REG3A	MANE Select
ENST00000328252.4	NM_002581.5	PAPPA	MANE Select
ENST00000366898.6	NM_004562.3	PRKN	MANE Select
ENST00000437198.7	NM_002582.4	PARN	MANE Select
ENST00000328827.9	NM_002583.4	PAWR	MANE Select
ENST00000613128.5	NM_001257096.2	PAX1	MANE Select
ENST00000355243.8	NM_000278.5	PAX2	MANE Select
ENST00000392070.7	NM_181458.4	PAX3	MANE Select
ENST00000639438.3	NM_001366110.1	PAX4	MANE Select
ENST00000358127.9	NM_016734.3	PAX5	MANE Select
ENST00000640368.2	NM_001368894.2	PAX6	MANE Select
ENST00000420770.7	NM_001135254.2	PAX7	MANE Select
ENST00000259467.9	NM_005388.5	PDCL	MANE Select
ENST00000361487.7	NM_001372076.1	PAX9	MANE Select
ENST00000420696.7	NM_002585.4	PBX1	MANE Select
ENST00000375050.6	NM_002586.5	PBX2	MANE Select
ENST00000373489.10	NM_006195.6	PBX3	MANE Select
ENST00000393960.7	NM_001040716.2	PC	MANE Select
ENST00000299299.4	NM_000281.4	PCBD1	MANE Select
ENST00000303577.7	NM_006196.4	PCBP1	MANE Select
ENST00000546463.6	NM_031989.5	PCBP2	MANE Select
ENST00000376285.6	NM_000282.4	PCCA	MANE Select
ENST00000251654.9	NM_000532.5	PCCB	MANE Select
ENST00000287008.8	NM_032420.5	PCDH1	MANE Select
ENST00000308177.5	NM_002588.4	PCDHGC3	MANE Select
ENST00000695919.1	NM_001173523.2	PCDH7	MANE Select
ENST00000377942.7	NM_002590.4	PCDH8	MANE Select
ENST00000377865.7	NM_203487.3	PCDH9	MANE Select
ENST00000329597.12	NM_000624.6	SERPINA5	MANE Select
ENST00000319441.6	NM_002591.4	PCK1	MANE Select
ENST00000216780.9	NM_004563.4	PCK2	MANE Select
ENST00000325083.13	NM_006197.4	PCM1	MANE Select
ENST00000464889.7	NM_001360452.2	PCMT1	MANE Select
ENST00000379143.10	NM_182649.2	PCNA	MANE Select
ENST00000359568.10	NM_006031.6	PCNT	MANE Select
ENST00000223061.6	NM_002593.4	PCOLCE	MANE Select
ENST00000397901.8	NM_002768.5	CHMP1A	MANE Select
ENST00000328619.10	NM_006198.3	PCP4	MANE Select
ENST00000311106.8	NM_000439.5	PCSK1	MANE Select
ENST00000674117.1	NM_001372043.1	PCSK5	MANE Select
ENST00000262545.7	NM_002594.5	PCSK2	MANE Select
ENST00000357227.9	NM_006201.5	CDK16	MANE Select
ENST00000261211.8	NM_002595.5	CDK17	MANE Select
ENST00000429964.7	NM_212502.3	CDK18	MANE Select
ENST00000431016.6	NM_001312673.2	PCYT1A	MANE Select
ENST00000391997.3	NM_002597.5	PDC	MANE Select
ENST00000334409.10	NM_005018.3	PDCD1	MANE Select
ENST00000541970.6	NM_002598.4	PDCD2	MANE Select
ENST00000409365.6	NM_001363871.4	PDE1A	MANE Select
ENST00000396191.6	NM_001191057.4	PDE1C	MANE Select
ENST00000334456.10	NM_002599.5	PDE2A	MANE Select
ENST00000359062.4	NM_000921.5	PDE3A	MANE Select
ENST00000282096.9	NM_000922.4	PDE3B	MANE Select
ENST00000380702.7	NM_001111307.2	PDE4A	MANE Select
ENST00000341517.9	NM_002600.4	PDE4B	MANE Select
ENST00000262805.17	NM_001098818.4	PDE4C	MANE Select
ENST00000340635.11	NM_001104631.2	PDE4D	MANE Select
ENST00000255266.10	NM_000440.3	PDE6A	MANE Select
ENST00000371447.4	NM_006204.4	PDE6C	MANE Select
ENST00000287600.9	NM_002601.4	PDE6D	MANE Select
ENST00000331056.10	NM_002602.4	PDE6G	MANE Select
ENST00000266395.3	NM_006205.3	PDE6H	MANE Select
ENST00000401827.8	NM_001242318.3	PDE7A	MANE Select
ENST00000394553.6	NM_002605.3	PDE8A	MANE Select
ENST00000291539.11	NM_002606.3	PDE9A	MANE Select
ENST00000243052.8	NM_000924.4	PDE1B	MANE Select
ENST00000402802.8	NM_033023.5	PDGFA	MANE Select
ENST00000331163.11	NM_002608.4	PDGFB	MANE Select
ENST00000257290.10	NM_006206.6	PDGFRA	MANE Select
ENST00000251630.11	NM_001372073.1	PDGFRL	MANE Select
ENST00000496514.6	NM_000283.4	PDE6B	MANE Select
ENST00000261799.9	NM_002609.4	PDGFRB	MANE Select
ENST00000422285.7	NM_000284.4	PDHA1	MANE Select
ENST00000295266.6	NM_005390.5	PDHA2	MANE Select
ENST00000302746.11	NM_000925.4	PDHB	MANE Select
ENST00000282077.8	NM_002610.5	PDK1	MANE Select
ENST00000503176.6	NM_002611.5	PDK2	MANE Select
ENST00000379162.9	NM_005391.5	PDK3	MANE Select
ENST00000005178.6	NM_002612.4	PDK4	MANE Select
ENST00000647893.1	NM_006208.3	ENPP1	MANE Select
ENST00000075322.11	NM_001040092.3	ENPP2	MANE Select
ENST00000357639.8	NM_005021.5	ENPP3	MANE Select
ENST00000342085.9	NM_002613.5	PDPK1	MANE Select
ENST00000644269.2	NM_000441.2	SLC26A4	MANE Select
ENST00000217305.3	NM_024411.5	PDYN	MANE Select
ENST00000417171.6	NM_001201325.2	PDZK1	MANE Select
ENST00000563924.6	NM_000442.5	PECAM1	MANE Select
ENST00000254722.9	NM_002615.7	SERPINF1	MANE Select
ENST00000326441.15	NM_006210.3	PEG3	MANE Select
ENST00000451791.7	NM_001135690.3	PENK	MANE Select
ENST00000244137.12	NM_000285.4	PEPD	MANE Select
ENST00000317276.9	NM_002616.3	PER1	MANE Select
ENST00000263985.11	NM_004564.3	GATB	MANE Select
ENST00000248633.9	NM_000466.3	PEX1	MANE Select
ENST00000304611.13	NM_000287.4	PEX6	MANE Select
ENST00000318471.5	NM_000288.4	PEX7	MANE Select
ENST00000447513.7	NM_002617.4	PEX10	MANE Select
ENST00000225873.9	NM_000286.3	PEX12	MANE Select
ENST00000295030.6	NM_002618.4	PEX13	MANE Select
ENST00000356607.9	NM_004565.3	PEX14	MANE Select
ENST00000296029.4	NM_002619.4	PF4	MANE Select
ENST00000226524.4	NM_002620.4	PF4V1	MANE Select
ENST00000314666.11	NM_012393.3	PFAS	MANE Select
ENST00000396992.8	NM_001145252.3	CFP	MANE Select
ENST00000261813.9	NM_002622.5	PFDN1	MANE Select
ENST00000368010.4	NM_012394.4	PFDN2	MANE Select
ENST00000371419.7	NM_002623.4	PFDN4	MANE Select
ENST00000334478.9	NM_002624.4	PFDN5	MANE Select
ENST00000648908.2	NM_001374385.1	ATP8B1	MANE Select
ENST00000375006.8	NM_002625.4	PFKFB1	MANE Select
ENST00000367080.8	NM_006212.2	PFKFB2	MANE Select
ENST00000379775.9	NM_004566.4	PFKFB3	MANE Select
ENST00000232375.8	NM_004567.4	PFKFB4	MANE Select
ENST00000349048.9	NM_002626.6	PFKL	MANE Select
ENST00000379242.8	NM_053276.4	VIT	MANE Select
ENST00000359794.11	NM_000289.6	PFKM	MANE Select
ENST00000381125.9	NM_002627.5	PFKP	MANE Select
ENST00000225655.6	NM_005022.4	PFN1	MANE Select
ENST00000239940.12	NM_053024.4	PFN2	MANE Select
ENST00000380050.8	NM_001287135.2	CDK14	MANE Select
ENST00000312403.10	NM_014224.5	PGA5	MANE Select
ENST00000334828.6	NM_002629.4	PGAM1	MANE Select
ENST00000297283.4	NM_000290.4	PGAM2	MANE Select
ENST00000373025.7	NM_002630.4	PGC	MANE Select
ENST00000270776.13	NM_002631.4	PGD	MANE Select
ENST00000555567.6	NM_002632.6	PGF	MANE Select
ENST00000419445.6	NM_005023.4	PGGT1B	MANE Select
ENST00000373316.5	NM_000291.4	PGK1	MANE Select
ENST00000304801.6	NM_138733.5	PGK2	MANE Select
ENST00000371084.8	NM_002633.3	PGM1	MANE Select
ENST00000513973.6	NM_015599.3	PGM3	MANE Select
ENST00000396396.6	NM_021965.4	PGM5	MANE Select
ENST00000325455.10	NM_000926.4	PGR	MANE Select
ENST00000622132.5	NM_001348946.2	ABCB1	MANE Select
ENST00000649586.2	NM_000443.4	ABCB4	MANE Select
ENST00000300408.8	NM_002634.4	PHB1	MANE Select
ENST00000228318.8	NM_005888.4	SLC25A3	MANE Plus Clinical
ENST00000552981.6	NM_002635.4	SLC25A3	MANE Select
ENST00000379374.5	NM_000444.6	PHEX	MANE Select
ENST00000374516.8	NM_024165.3	PHF1	MANE Select
ENST00000359246.9	NM_005392.4	PHF2	MANE Select
ENST00000373542.9	NM_002637.4	PHKA1	MANE Select
ENST00000379942.5	NM_000292.3	PHKA2	MANE Select
ENST00000323584.10	NM_000293.3	PHKB	MANE Select
ENST00000297373.7	NM_006213.5	PHKG1	MANE Select
ENST00000563588.6	NM_000294.3	PHKG2	MANE Select
ENST00000263038.9	NM_006214.4	PHYH	MANE Select
ENST00000393087.9	NM_000295.5	SERPINA1	MANE Select
ENST00000243924.4	NM_002638.4	PI3	MANE Select
ENST00000557004.6	NM_006215.4	SERPINA4	MANE Select
ENST00000382771.9	NM_002639.5	SERPINB5	MANE Select
ENST00000380539.7	NM_004568.6	SERPINB6	MANE Select
ENST00000409304.6	NM_001136528.2	SERPINE2	MANE Select
ENST00000397985.7	NM_002640.4	SERPINB8	MANE Select
ENST00000380698.5	NM_004155.6	SERPINB9	MANE Select
ENST00000238508.8	NM_005024.3	SERPINB10	MANE Select
ENST00000446050.7	NM_001122752.2	SERPINI1	MANE Select
ENST00000344731.10	NM_012397.4	SERPINB13	MANE Select
ENST00000264677.9	NM_006217.6	SERPINI2	MANE Select
ENST00000333590.6	NM_002641.4	PIGA	MANE Select
ENST00000344529.5	NM_153747.2	PIGC	MANE Select
ENST00000281382.11	NM_002643.4	PIGF	MANE Select
ENST00000216452.9	NM_004569.5	PIGH	MANE Select
ENST00000356495.5	NM_002644.4	PIGR	MANE Select
ENST00000691414.1	NM_002645.4	PIK3C2A	MANE Select
ENST00000684373.1	NM_001377334.1	PIK3C2B	MANE Select
ENST00000538779.6	NM_001288772.2	PIK3C2G	MANE Select
ENST00000262039.9	NM_002647.4	PIK3C3	MANE Select
ENST00000263967.4	NM_006218.4	PIK3CA	MANE Select
ENST00000674063.1	NM_006219.3	PIK3CB	MANE Select
ENST00000373509.6	NM_002648.4	PIM1	MANE Select
ENST00000377346.9	NM_005026.5	PIK3CD	MANE Select
ENST00000496166.6	NM_001282426.2	PIK3CG	MANE Select
ENST00000521381.6	NM_181523.3	PIK3R1	MANE Select
ENST00000222254.13	NM_005027.4	PIK3R2	MANE Select
ENST00000255882.11	NM_058004.4	PI4KA	MANE Select
ENST00000368873.6	NM_001369623.2	PI4KB	MANE Select
ENST00000247970.9	NM_006221.4	PIN1	MANE Select
ENST00000373669.8	NM_006223.4	PIN4	MANE Select
ENST00000291009.4	NM_002652.3	PIP	MANE Select
ENST00000376573.9	NM_005028.5	PIP4K2A	MANE Select
ENST00000313486.12	NM_006224.4	PITPNA	MANE Select
ENST00000265340.12	NM_002653.5	PITX1	MANE Select
ENST00000644743.1	NM_000325.6	PITX2	MANE Select
ENST00000370002.8	NM_005029.4	PITX3	MANE Select
ENST00000262304.9	NM_001009944.3	PKD1	MANE Select
ENST00000237596.7	NM_000297.4	PKD2	MANE Select
ENST00000342741.6	NM_000298.6	PKLR	MANE Select
ENST00000371117.8	NM_138694.4	PKHD1	MANE Select
ENST00000335181.10	NM_002654.6	PKM	MANE Select
ENST00000291547.10	NM_004571.5	PKNOX1	MANE Select
ENST00000367324.8	NM_001005337.3	PKP1	MANE Select
ENST00000340811.9	NM_001005242.3	PKP2	MANE Select
ENST00000308366.9	NM_000928.3	PLA2G1B	MANE Select
ENST00000482011.3	NM_001395463.1	PLA2G2A	MANE Select
ENST00000367466.4	NM_024420.3	PLA2G4A	MANE Select
ENST00000375108.4	NM_000929.3	PLA2G5	MANE Select
ENST00000316981.8	NM_002655.3	PLAG1	MANE Select
ENST00000674357.1	NM_001317162.2	PLAGL1	MANE Select
ENST00000246229.5	NM_002657.3	PLAGL2	MANE Select
ENST00000220809.9	NM_000930.5	PLAT	MANE Select
ENST00000372764.4	NM_002658.6	PLAU	MANE Select
ENST00000340093.8	NM_002659.4	PLAUR	MANE Select
ENST00000260402.8	NM_004573.3	PLCB2	MANE Select
ENST00000279230.12	NM_000932.5	PLCB3	MANE Select
ENST00000378473.9	NM_001377142.1	PLCB4	MANE Select
ENST00000334661.5	NM_006225.4	PLCD1	MANE Select
ENST00000428675.6	NM_006226.4	PLCL1	MANE Select
ENST00000685551.1	NM_002660.3	PLCG1	MANE Select
ENST00000564138.6	NM_002661.5	PLCG2	MANE Select
ENST00000351298.9	NM_002662.5	PLD1	MANE Select
ENST00000263088.11	NM_002663.5	PLD2	MANE Select
ENST00000345136.8	NM_201384.3	PLEC	MANE Select
ENST00000356346.7	NM_201378.4	PLEC	MANE Plus Clinical
ENST00000308192.14	NM_000301.5	PLG	MANE Select
ENST00000234313.8	NM_002664.3	PLEK	MANE Select
ENST00000359481.9	NM_002665.4	PLGLB2	MANE Select
ENST00000355705.4	NM_001032392.4	PLGLB1	MANE Select
ENST00000453066.6	NM_000934.4	SERPINF2	MANE Select
ENST00000300055.10	NM_002666.5	PLIN1	MANE Select
ENST00000300093.9	NM_005030.6	PLK1	MANE Select
ENST00000351325.9	NM_021902.4	FXYD1	MANE Select
ENST00000604404.6	NM_005971.4	FXYD3	MANE Select
ENST00000357525.6	NM_002667.5	PLN	MANE Select
ENST00000196061.5	NM_000302.4	PLOD1	MANE Select
ENST00000282903.10	NM_182943.3	PLOD2	MANE Select
ENST00000621218.5	NM_000533.5	PLP1	MANE Select
ENST00000376327.6	NM_002668.3	PLP2	MANE Select
ENST00000499023.7	NM_002669.4	PLRG1	MANE Select
ENST00000457734.7	NM_001145319.2	PLS1	MANE Select
ENST00000355899.8	NM_005032.7	PLS3	MANE Select
ENST00000342435.9	NM_021105.3	PLSCR1	MANE Select
ENST00000372431.8	NM_006227.4	PLTP	MANE Select
ENST00000393409.3	NM_032242.4	PLXNA1	MANE Select
ENST00000367033.4	NM_025179.4	PLXNA2	MANE Select
ENST00000296440.11	NM_001130082.3	PLXNB1	MANE Select
ENST00000361971.10	NM_005393.3	PLXNB3	MANE Select
ENST00000316660.7	NM_021127.3	PMAIP1	MANE Select
ENST00000329406.5	NM_002674.4	PMCH	MANE Select
ENST00000301908.8	NM_006228.5	PNOC	MANE Select
ENST00000268058.8	NM_033238.3	PML	MANE Select
ENST00000216259.8	NM_002676.3	PMM1	MANE Select
ENST00000268261.9	NM_000303.3	PMM2	MANE Select
ENST00000256103.3	NM_002677.5	PMP2	MANE Select
ENST00000312280.9	NM_000304.4	PMP22	MANE Select
ENST00000441310.7	NM_000534.5	PMS1	MANE Select
ENST00000243498.10	NM_005033.3	EXOSC9	MANE Select
ENST00000376936.9	NM_001001998.3	EXOSC10	MANE Select
ENST00000265849.12	NM_000535.7	PMS2	MANE Select
ENST00000239461.11	NM_022716.4	PRRX1	MANE Select
ENST00000369221.2	NM_000936.4	PNLIP	MANE Select
ENST00000358834.9	NM_006229.4	PNLIPRP1	MANE Select
ENST00000709157.1	NM_005396.5	PNLIPRP2	MANE Select
ENST00000269582.3	NM_002686.4	PNMT	MANE Select
ENST00000216832.9	NM_002687.4	PNN	MANE Select
ENST00000380680.5	NM_007106.4	UBL3	MANE Select
ENST00000455784.7	NM_002688.6	SEPTIN5	MANE Select
ENST00000672673.2	NM_001368771.2	SEPTIN4	MANE Select
ENST00000378555.8	NM_001018111.3	PODXL	MANE Select
ENST00000379068.8	NM_001330360.2	POLA1	MANE Select
ENST00000265421.9	NM_002690.3	POLB	MANE Select
ENST00000440232.7	NM_002691.4	POLD1	MANE Select
ENST00000610533.6	NM_006230.4	POLD2	MANE Select
ENST00000320574.10	NM_006231.4	POLE	MANE Select
ENST00000216367.10	NM_002692.4	POLE2	MANE Select
ENST00000268124.11	NM_002693.3	POLG	MANE Select
ENST00000372236.9	NM_006502.3	POLH	MANE Select
ENST00000643490.2	NM_000937.5	POLR2A	MANE Select
ENST00000314595.6	NM_000938.3	POLR2B	MANE Select
ENST00000219252.10	NM_032940.3	POLR2C	MANE Select
ENST00000272645.9	NM_004805.4	POLR2D	MANE Select
ENST00000615234.5	NM_002695.5	POLR2E	MANE Select
ENST00000442738.7	NM_021974.5	POLR2F	MANE Select
ENST00000301788.12	NM_002696.3	POLR2G	MANE Select
ENST00000456318.6	NM_006232.5	POLR2H	MANE Select
ENST00000221859.9	NM_006233.5	POLR2I	MANE Select
ENST00000292614.10	NM_006234.6	POLR2J	MANE Select
ENST00000353107.8	NM_005034.4	POLR2K	MANE Select
ENST00000322028.5	NM_021128.5	POLR2L	MANE Select
ENST00000588649.7	NM_005035.4	POLRMT	MANE Select
ENST00000395826.7	NM_000939.4	POMC	MANE Select
ENST00000222381.8	NM_000446.7	PON1	MANE Select
ENST00000222572.8	NM_000305.3	PON2	MANE Select
ENST00000265627.10	NM_000940.3	PON3	MANE Select
ENST00000461988.6	NM_001395413.1	POR	MANE Select
ENST00000350375.7	NM_000306.4	POU1F1	MANE Select
ENST00000393067.8	NM_006235.3	POU2AF1	MANE Select
ENST00000367866.7	NM_002697.4	POU2F1	MANE Select
ENST00000692977.1	NM_001394376.1	POU2F2	MANE Select
ENST00000373012.5	NM_002699.4	POU3F1	MANE Select
ENST00000328345.8	NM_005604.4	POU3F2	MANE Select
ENST00000361360.4	NM_006236.3	POU3F3	MANE Select
ENST00000644024.2	NM_000307.5	POU3F4	MANE Select
ENST00000377208.7	NM_006237.4	POU4F1	MANE Select
ENST00000281321.3	NM_004575.3	POU4F2	MANE Select
ENST00000646991.2	NM_002700.3	POU4F3	MANE Select
ENST00000259915.13	NM_002701.6	POU5F1	MANE Select
ENST00000696633.1	NM_001159542.3	POU5F1B	MANE Select
ENST00000333640.12	NM_001330422.2	POU6F1	MANE Select
ENST00000373232.8	NM_021129.4	PPA1	MANE Select
ENST00000407236.6	NM_005036.6	PPARA	MANE Select
ENST00000360694.8	NM_006238.5	PPARD	MANE Select
ENST00000651735.1	NM_138711.6	PPARG	MANE Select
ENST00000300651.11	NM_004774.4	MED1	MANE Select
ENST00000286719.12	NM_006239.3	PPEF2	MANE Select
ENST00000264220.6	NM_002703.5	PPAT	MANE Select
ENST00000296028.4	NM_002704.3	PPBP	MANE Select
ENST00000470157.2	NM_001377996.1	PPEF1	MANE Select
ENST00000646241.3	NM_000308.4	CTSA	MANE Select
ENST00000468812.6	NM_021130.5	PPIA	MANE Select
ENST00000300026.4	NM_000942.5	PPIB	MANE Select
ENST00000306442.5	NM_000943.5	PPIC	MANE Select
ENST00000307720.4	NM_005038.3	PPID	MANE Select
ENST00000345988.7	NM_002705.5	PPL	MANE Select
ENST00000395076.9	NM_021003.5	PPM1A	MANE Select
ENST00000282412.9	NM_002706.6	PPM1B	MANE Select
ENST00000344034.5	NM_177983.3	PPM1G	MANE Select
ENST00000367999.9	NM_001122764.3	PPOX	MANE Select
ENST00000376745.9	NM_002708.4	PPP1CA	MANE Select
ENST00000395366.3	NM_002709.3	PPP1CB	MANE Select
ENST00000335007.10	NM_002710.4	PPP1CC	MANE Select
ENST00000257905.13	NM_006741.4	PPP1R1A	MANE Select
ENST00000618156.5	NM_006241.8	PPP1R2	MANE Select
ENST00000284601.4	NM_002711.4	PPP1R3A	MANE Select
ENST00000238994.6	NM_005398.7	PPP1R3C	MANE Select
ENST00000370996.5	NM_006242.4	PPP1R3D	MANE Select
ENST00000234038.11	NM_002712.3	PPP1R7	MANE Select
ENST00000311772.10	NM_014110.5	PPP1R8	MANE Select
ENST00000376511.7	NM_002714.4	PPP1R10	MANE Select
ENST00000481195.6	NM_002715.4	PPP2CA	MANE Select
ENST00000221138.9	NM_001009552.2	PPP2CB	MANE Select
ENST00000322088.11	NM_014225.6	PPP2R1A	MANE Select
ENST00000527614.6	NM_002716.5	PPP2R1B	MANE Select
ENST00000380737.8	NM_002717.4	PPP2R2A	MANE Select
ENST00000394411.9	NM_181675.4	PPP2R2B	MANE Select
ENST00000382599.9	NM_020416.4	PPP2R2C	MANE Select
ENST00000264977.8	NM_002718.5	PPP2R3A	MANE Select
ENST00000393370.7	NM_178000.3	PTPA	MANE Select
ENST00000261461.7	NM_006243.4	PPP2R5A	MANE Select
ENST00000164133.7	NM_006244.4	PPP2R5B	MANE Select
ENST00000694906.1	NM_001352913.2	PPP2R5C	MANE Select
ENST00000485511.6	NM_006245.4	PPP2R5D	MANE Select
ENST00000337537.8	NM_006246.5	PPP2R5E	MANE Select
ENST00000394854.8	NM_000944.5	PPP3CA	MANE Select
ENST00000279387.12	NM_002720.3	PPP4C	MANE Select
ENST00000360663.10	NM_021132.4	PPP3CB	MANE Select
ENST00000240139.10	NM_005605.5	PPP3CC	MANE Select
ENST00000234310.8	NM_000945.4	PPP3R1	MANE Select
ENST00000374806.2	NM_147180.4	PPP3R2	MANE Select
ENST00000012443.9	NM_006247.4	PPP5C	MANE Select
ENST00000373547.9	NM_002721.5	PPP6C	MANE Select
ENST00000642050.2	NM_000310.4	PPT1	MANE Select
ENST00000225992.8	NM_002722.5	PPY	MANE Select
ENST00000374312.5	NM_005972.6	NPY4R	MANE Select
ENST00000538488.3	NM_001394862.1	PRB3	MANE Select
ENST00000279575.7	NM_002723.6	PRB4	MANE Select
ENST00000271526.9	NM_005973.5	PRCC	MANE Select
ENST00000313010.8	NM_005040.4	PRCP	MANE Select
ENST00000343110.3	NM_002725.4	PRELP	MANE Select
ENST00000652536.2	NM_002726.5	PREP	MANE Select
ENST00000441259.2	NM_001083116.3	PRF1	MANE Select
ENST00000242465.4	NM_002727.4	SRGN	MANE Select
ENST00000311862.10	NM_002728.6	PRG2	MANE Select
ENST00000543626.5	NM_001393989.1	PRH1	MANE Select
ENST00000396400.4	NM_001110213.1	PRH2	MANE Select
ENST00000338193.11	NM_000946.3	PRIM1	MANE Select
ENST00000615550.5	NM_000947.5	PRIM2	MANE Select
ENST00000397128.7	NM_006251.6	PRKAA1	MANE Select
ENST00000371244.9	NM_006252.4	PRKAA2	MANE Select
ENST00000229328.10	NM_006253.5	PRKAB1	MANE Select
ENST00000254101.4	NM_005399.5	PRKAB2	MANE Select
ENST00000308677.9	NM_002730.4	PRKACA	MANE Select
ENST00000370685.7	NM_182948.4	PRKACB	MANE Select
ENST00000377276.5	NM_002732.4	PRKACG	MANE Select
ENST00000396418.7	NM_006823.4	PKIA	MANE Select
ENST00000368452.7	NM_181795.3	PKIB	MANE Select
ENST00000548065.7	NM_002733.5	PRKAG1	MANE Select
ENST00000589228.6	NM_002734.5	PRKAR1A	MANE Select
ENST00000537384.6	NM_001164760.2	PRKAR1B	MANE Select
ENST00000265563.13	NM_004157.4	PRKAR2A	MANE Select
ENST00000265717.5	NM_002736.3	PRKAR2B	MANE Select
ENST00000413366.8	NM_002737.3	PRKCA	MANE Select
ENST00000643927.1	NM_002738.7	PRKCB	MANE Select
ENST00000330452.8	NM_006254.4	PRKCD	MANE Select
ENST00000306156.8	NM_005400.3	PRKCE	MANE Select
ENST00000263431.4	NM_002739.5	PRKCG	MANE Select
ENST00000332981.11	NM_006255.5	PRKCH	MANE Select
ENST00000295797.5	NM_002740.6	PRKCI	MANE Select
ENST00000242783.11	NM_002741.5	PKN1	MANE Select
ENST00000370521.8	NM_006256.4	PKN2	MANE Select
ENST00000331968.11	NM_002742.3	PRKD1	MANE Select
ENST00000263125.10	NM_006257.5	PRKCQ	MANE Select
ENST00000677123.1	NM_001289104.2	PRKCSH	MANE Select
ENST00000378567.8	NM_002744.6	PRKCZ	MANE Select
ENST00000314191.7	NM_006904.7	PRKDC	MANE Select
ENST00000373980.11	NM_006258.4	PRKG1	MANE Select
